"File number
","Original file Number
","File format
","Folder number
","Camera number
","Laying point number
","Date taken
","Shooting time
","Working days
","Object category
","Object category
","Number of animals
","Gender
","Independent detection of the first sheet
","Note
"
L-AZH17-XB28-0352,IMAG0500,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:48,117,Mammals,Takin,1,,,
L-AZH17-XB28-0353,IMAG0501,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:48,117,Mammals,Takin,1,,,
L-AZH17-XB28-0354,IMAG0502,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:48,117,Mammals,Takin,1,,,
L-AZH17-XB28-0355,IMAG0503,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:48,117,Mammals,Takin,1,,,
L-AZH17-XB28-0356,IMAG0504,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:48,117,Mammals,Takin,1,,,
L-AZH17-XB28-0357,IMAG0505,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:48,117,Mammals,Takin,1,,,
L-AZH17-XB28-0358,IMAG0506,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:48,117,Mammals,Takin,1,,,
L-AZH17-XB28-0359,IMAG0507,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:48,117,Mammals,Takin,1,,,
L-AZH17-XB28-0360,IMAG0508,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:49,117,Mammals,Takin,1,,,
L-AZH17-XB28-0361,IMAG0509,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:49,117,Mammals,Takin,1,,,
L-AZH17-XB28-0362,IMAG0510,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:49,117,Mammals,Takin,1,,,
L-AZH17-XB28-0363,IMAG0511,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:50,117,Mammals,Takin,1,,,
L-AZH17-XB28-0364,IMAG0512,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:50,117,Mammals,Takin,1,,,
L-AZH17-XB28-0365,IMAG0513,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:50,117,Mammals,Takin,1,,,
L-AZH17-XB28-0366,IMAG0514,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:50,117,Mammals,Takin,1,,,
L-AZH17-XB28-0367,IMAG0515,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:50,117,Mammals,Takin,2,,,
L-AZH17-XB28-0368,IMAG0516,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:50,117,Mammals,Takin,1,,,
L-AZH17-XB28-0369,IMAG0517,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:50,117,Empty,,,,,
L-AZH17-XB28-0370,IMAG0518,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:50,117,Empty,,,,,
L-AZH17-XB28-0371,IMAG0519,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:51,117,Mammals,Takin,2,,,
L-AZH17-XB28-0372,IMAG0520,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:51,117,Mammals,Takin,2,,,
L-AZH17-XB28-0373,IMAG0521,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:51,117,Mammals,Takin,1,,,
L-AZH17-XB28-0374,IMAG0522,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:51,117,Mammals,Takin,2,,,
L-AZH17-XB28-0375,IMAG0523,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:51,117,Mammals,Takin,2,,,
L-AZH17-XB28-0376,IMAG0524,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:51,117,Mammals,Takin,2,,,
L-AZH17-XB28-0377,IMAG0525,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:51,117,Mammals,Takin,2,,,
L-AZH17-XB28-0378,IMAG0526,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:51,117,Mammals,Takin,2,,,
L-AZH17-XB28-0379,IMAG0527,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,1,,,
L-AZH17-XB28-0380,IMAG0528,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,1,,,
L-AZH17-XB28-0381,IMAG0529,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,1,,,
L-AZH17-XB28-0382,IMAG0530,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,1,,,
L-AZH17-XB28-0383,IMAG0531,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,1,,,
L-AZH17-XB28-0384,IMAG0532,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,1,,,
L-AZH17-XB28-0385,IMAG0533,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,1,,,
L-AZH17-XB28-0386,IMAG0534,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,1,,,
L-AZH17-XB28-0387,IMAG0535,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:52,117,Mammals,Takin,4,,,
L-AZH17-XB28-0388,IMAG0536,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0389,IMAG0537,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0390,IMAG0538,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0391,IMAG0539,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0392,IMAG0540,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0393,IMAG0541,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0394,IMAG0542,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0395,IMAG0543,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0396,IMAG0544,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:53,117,Mammals,Takin,3,,,
L-AZH17-XB28-0397,IMAG0545,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,3,,,
L-AZH17-XB28-0398,IMAG0546,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,3,,,
L-AZH17-XB28-0399,IMAG0547,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,3,,,
L-AZH17-XB28-0400,IMAG0548,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,3,,,
L-AZH17-XB28-0401,IMAG0549,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,3,,,
L-AZH17-XB28-0402,IMAG0550,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,3,,,
L-AZH17-XB28-0403,IMAG0551,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,2,,,
L-AZH17-XB28-0404,IMAG0552,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,2,,,
L-AZH17-XB28-0405,IMAG0553,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,2,,,
L-AZH17-XB28-0406,IMAG0554,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:54,117,Mammals,Takin,2,,,
L-AZH17-XB28-0407,IMAG0555,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:55,117,Mammals,Takin,2,,,
L-AZH17-XB28-0408,IMAG0556,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:56,117,Mammals,Takin,2,,,
L-AZH17-XB28-0409,IMAG0557,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:56,117,Mammals,Takin,2,,,
L-AZH17-XB28-0410,IMAG0558,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:56,117,Mammals,Takin,2,,,
L-AZH17-XB28-0411,IMAG0559,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:56,117,Mammals,Takin,2,,,
L-AZH17-XB28-0412,IMAG0560,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:57,117,Mammals,Takin,3,,,
L-AZH17-XB28-0413,IMAG0561,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:57,117,Mammals,Takin,3,,,
L-AZH17-XB28-0414,IMAG0562,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:57,117,Mammals,Takin,3,,,
L-AZH17-XB28-0415,IMAG0563,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:57,117,Mammals,Takin,3,,,
L-AZH17-XB28-0416,IMAG0564,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:59,117,Mammals,Takin,3,,,
L-AZH17-XB28-0417,IMAG0565,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:59,117,Mammals,Takin,3,,,
L-AZH17-XB28-0418,IMAG0566,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:59,117,Mammals,Takin,3,,,
L-AZH17-XB28-0419,IMAG0567,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:59,117,Mammals,Takin,3,,,
L-AZH17-XB28-0420,IMAG0568,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:59,117,Mammals,Takin,3,,,
L-AZH17-XB28-0421,IMAG0569,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:59,117,Mammals,Takin,3,,,
L-AZH17-XB28-0422,IMAG0570,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,8:59,117,Empty,,,,,
L-AZH17-XB28-0423,IMAG0571,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,1,,,
L-AZH17-XB28-0424,IMAG0572,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,2,,,
L-AZH17-XB28-0425,IMAG0573,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,2,,,
L-AZH17-XB28-0426,IMAG0574,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,2,,,
L-AZH17-XB28-0427,IMAG0575,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,2,,,
L-AZH17-XB28-0428,IMAG0576,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,1,,,
L-AZH17-XB28-0429,IMAG0577,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,2,,,
L-AZH17-XB28-0430,IMAG0578,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,2,,,
L-AZH17-XB28-0431,IMAG0579,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:00,117,Mammals,Takin,2,,,
L-AZH17-XB28-0432,IMAG0580,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:01,117,Mammals,Takin,1,,,
L-AZH17-XB28-0433,IMAG0581,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:01,117,Mammals,Takin,1,,,
L-AZH17-XB28-0434,IMAG0582,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:01,117,Mammals,Takin,1,,,
L-AZH17-XB28-0435,IMAG0583,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:01,117,Mammals,Takin,2,,,
L-AZH17-XB28-0436,IMAG0584,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:01,117,Empty,,,,,
L-AZH17-XB28-0437,IMAG0585,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:01,117,Empty,,,,,
L-AZH17-XB28-0438,IMAG0586,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:01,117,Empty,,,,,
L-AZH17-XB28-0439,IMAG0587,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/15/2017,9:01,117,Empty,,,,,
L-AZH17-XB28-0440,IMAG0588,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/29/2017,14:27,131,Empty,,,,,
L-AZH17-XB28-0441,IMAG0589,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/29/2017,14:27,131,Empty,,,,,
L-AZH17-XB28-0442,IMAG0590,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/29/2017,14:27,131,Empty,,,,,
L-AZH17-XB28-0443,IMAG0591,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/29/2017,14:27,131,Empty,,,,,
L-AZH17-XB28-0444,IMAG0592,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/29/2017,16:01,131,Mammals,Chinese Gazelle,1,,1,
L-AZH17-XB28-0445,IMAG0593,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/29/2017,16:01,131,Mammals,Chinese Gazelle,1,,,
L-AZH17-XB28-0446,IMAG0594,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/29/2017,16:01,131,Mammals,Chinese Gazelle,1,,,
L-AZH17-XB28-0447,IMAG0595,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/29/2017,16:02,131,Mammals,Chinese Gazelle,1,,,
L-AZH17-XB28-0448,IMAG0596,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/30/2017,15:47,132,Empty,,,,,
L-AZH17-XB28-0449,IMAG0597,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/30/2017,15:47,132,Empty,,,,,
L-AZH17-XB28-0450,IMAG0598,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,9/30/2017,15:47,132,Empty,,,,,
L-AZH17-XB28-0451,IMAG0599,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,9/30/2017,15:47,132,Empty,,,,,
L-AZH17-XB28-0452,IMAG0600,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,10:36,140,Empty,,,,,
L-AZH17-XB28-0453,IMAG0601,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,10:36,140,Empty,,,,,
L-AZH17-XB28-0454,IMAG0602,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,10:36,140,Empty,,,,,
L-AZH17-XB28-0455,IMAG0603,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,10:36,140,Empty,,,,,
L-AZH17-XB28-0456,IMAG0620,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,11:13,140,Empty,,,,,
L-AZH17-XB28-0457,IMAG0621,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,11:13,140,Empty,,,,,
L-AZH17-XB28-0458,IMAG0622,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,11:13,140,Empty,,,,,
L-AZH17-XB28-0459,IMAG0623,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,11:13,140,Empty,,,,,
L-AZH17-XB28-0460,IMAG0776,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,13:13,140,Empty,,,,,
L-AZH17-XB28-0461,IMAG0777,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,13:13,140,Empty,,,,,
L-AZH17-XB28-0462,IMAG0778,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,13:13,140,Empty,,,,,
L-AZH17-XB28-0463,IMAG0779,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,13:13,140,Empty,,,,,
L-AZH17-XB28-0464,IMAG0780,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,14:52,140,Empty,,,,,
L-AZH17-XB28-0465,IMAG0781,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,14:52,140,Empty,,,,,
L-AZH17-XB28-0466,IMAG0782,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,14:52,140,Empty,,,,,
L-AZH17-XB28-0467,IMAG0783,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,14:52,140,Empty,,,,,
L-AZH17-XB28-0468,IMAG0800,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,16:21,140,Empty,,,,,
L-AZH17-XB28-0469,IMAG0801,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,16:21,140,Empty,,,,,
L-AZH17-XB28-0470,IMAG0802,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,16:21,140,Empty,,,,,
L-AZH17-XB28-0471,IMAG0803,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,10/8/2017,16:21,140,Empty,,,,,
L-AZH17-XB28-0472,IMAG0804,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/9/2017,18:34,141,Empty,,,,,
L-AZH17-XB28-0473,IMAG0805,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/9/2017,18:34,141,Empty,,,,,
L-AZH17-XB28-0474,IMAG0806,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/9/2017,18:34,141,Empty,,,,,
L-AZH17-XB28-0475,IMAG0807,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,10/9/2017,18:34,141,Empty,,,,,
L-AZH17-XB28-0476,IMAG0808,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/14/2017,13:36,146,Staff,,,,1,
L-AZH17-XB28-0477,IMAG0809,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/14/2017,13:36,146,Staff,,,,,
L-AZH17-XB28-0478,IMAG0810,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/14/2017,13:36,146,Staff,,,,,
L-AZH17-XB28-0479,IMAG0811,AVI,L-AZH17-XB28,1664,L-AZH17-XB28,10/14/2017,13:36,146,Staff,,,,,
L-AZH17-XB28-0480,IMAG0816,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/14/2017,13:37,146,Staff,,,,,
L-AZH17-XB28-0481,IMAG0817,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/14/2017,13:37,146,Staff,,,,,
L-AZH17-XB28-0482,IMAG0818,JPG,L-AZH17-XB28,1664,L-AZH17-XB28,10/14/2017,13:37,146,Staff,,,,,
